taxon,aphia_ID,scientific_name,rank,class,kingdom,phylum,subphylum,genus,worms,rank_combined
Cocconeis molesta,149378,Cocconeis molesta,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Cocconeis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis molesta,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Cocconeis scutellum,149376,Cocconeis scutellum,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Cocconeis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis scutellum,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Cocconeis speciosa,179581,Cocconeis speciosa,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Cocconeis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis speciosa,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Cocconeis stauroneiformis,163885,Cocconeis stauroneiformis,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Cocconeis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis stauroneiformis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Corethron criophilum,149110,Corethron criophilum,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Corethron,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Corethranae/Corethrales/Corethraceae/Corethron/Corethron criophilum,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Coscinodiscophycidae,148971,Coscinodiscophycidae,Subclass,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,NA,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae,Kingdom/Phylum/Subphylum/Class/Subclass
Coscinodiscus,148917,Coscinodiscus,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Coscinodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Coscinodiscus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Coscinodiscus asteromphalus,149274,Coscinodiscus asteromphalus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Coscinodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Coscinodiscus/Coscinodiscus asteromphalus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Coscinodiscus concinnus,148992,Coscinodiscus concinnus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Coscinodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Coscinodiscus/Coscinodiscus concinnus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Coscinodiscus gigas,179605,Coscinodiscus gigas,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Coscinodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Coscinodiscus/Coscinodiscus gigas,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Coscinodiscus granii,149271,Coscinodiscus granii,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Coscinodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Coscinodiscus/Coscinodiscus granii,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Coscinodiscus marginatus,156629,Coscinodiscus marginatus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Coscinodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Coscinodiscus/Coscinodiscus marginatus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Coscinodiscus oculus-iridis,341484,Coscinodiscus oculus-iridis,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Coscinodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Coscinodiscus/Coscinodiscus oculus-iridis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Coscinodiscus radiatus,149158,Coscinodiscus radiatus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Coscinodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Coscinodiscus/Coscinodiscus radiatus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Coscinodiscus wailesii,156632,Coscinodiscus wailesii,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Coscinodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Coscinodiscus/Coscinodiscus wailesii,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Costasigma,603340,Costasigma,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Costasigma,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Pleurosigmataceae/Costasigma,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Cyclophora tenuis,577625,Cyclophora tenuis,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Cyclophora,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Cyclophorales/Cyclophoraceae/Cyclophora/Cyclophora tenuis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Cyclotella,148905,Cyclotella,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Cyclotella,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Thalassiosiranae/Thalassiosirales/Stephanodiscaceae/Cyclotella,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Cyclotella striata,148911,Cyclotella striata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Cyclotella,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Thalassiosiranae/Thalassiosirales/Stephanodiscaceae/Cyclotella/Cyclotella striata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Cylindrotheca closterium,149004,Cylindrotheca closterium,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Cylindrotheca,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca closterium,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Dactyliosolen fragilissimus,149310,Dactyliosolen fragilissimus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Dactyliosolen,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Dactyliosolen/Dactyliosolen fragilissimus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Dactyliosolen phuketensis,248064,Dactyliosolen phuketensis,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Dactyliosolen,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Dactyliosolen/Dactyliosolen phuketensis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Delphineis,149179,Delphineis,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Delphineis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycidae incertae sedis/Rhaponeidales/Rhaphoneidaceae/Delphineis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Delphineis surirella,149180,Delphineis surirella,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Delphineis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycidae incertae sedis/Rhaponeidales/Rhaphoneidaceae/Delphineis/Delphineis surirella,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Detonula confervacea,149286,Detonula confervacea,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Detonula,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Thalassiosiranae/Thalassiosirales/Skeletonemaceae/Detonula/Detonula confervacea,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Detonula pumila,149647,Detonula pumila,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Detonula,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Thalassiosiranae/Thalassiosirales/Skeletonemaceae/Detonula/Detonula pumila,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Diadesmis,577637,Diadesmis,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Diadesmis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Neidiineae/Diadesmidaceae/Diadesmis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Suborder/Family/Genus
Dimeregramma,163233,Dimeregramma,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Dimeregramma,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Biddulphianae/Triceratiales/Plagiogrammaceae/Dimeregramma,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Diploneis,149018,Diploneis,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Diploneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Diploneidaceae/Diploneis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Diploneis bomboides,179854,Diploneis bomboides,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Diploneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Diploneidaceae/Diploneis/Diploneis bomboides,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Diploneis bombus,149194,Diploneis bombus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Diploneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Diploneidaceae/Diploneis/Diploneis bombus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Diploneis constricta,179888,Diploneis constricta,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Diploneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Diploneidaceae/Diploneis/Diploneis constricta,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Diploneis crabro,149396,Diploneis crabro,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Diploneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Diploneidaceae/Diploneis/Diploneis crabro,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Diploneis didyma,149195,Diploneis didymus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Diploneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Diploneidaceae/Diploneis/Diploneis didymus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Ditylum brightwellii,149023,Ditylum brightwellii,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Ditylum,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Lithodesmiophycanae/Lithodesmiales/Lithodesmiaceae/Ditylum/Ditylum brightwellii,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Ditylum sol,418546,Ditylum sol,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Ditylum,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Lithodesmiophycanae/Lithodesmiales/Lithodesmiaceae/Ditylum/Ditylum sol,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Donkinia,149510,Donkinia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Donkinia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Pleurosigmataceae/Donkinia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Donkinia recta,149511,Donkinia recta,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Donkinia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Pleurosigmataceae/Donkinia/Donkinia recta,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Entomoneis,156598,Entomoneis,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Entomoneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Surirellales/Entomoneidaceae/Entomoneis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Entomoneis alata,157428,Entomoneis alata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Entomoneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis alata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Ethmodiscus punctiger,148941,Ethmodiscus punctiger,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Ethmodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Ethmodiscales/Ethmodiscaceae/Ethmodiscus/Ethmodiscus punctiger,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Eucampia cornuta,248058,Eucampia cornuta,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Eucampia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Biddulphianae/Hemiaulales/Hemiaulaceae/Eucampia/Eucampia cornuta,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Eucampia zodiacus,149131,Eucampia zodiacus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Eucampia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Biddulphianae/Hemiaulales/Hemiaulaceae/Eucampia/Eucampia zodiacus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Eunotia,149402,Eunotia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Eunotia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Eunotiophycanae/Eunotiales/Eunotiaceae/Eunotia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Eupodiscus jonesianus,163188,Eupodiscus jonesianus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Eupodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Biddulphianae/Triceratiales/Triceratiaceae/Eupodiscus/Eupodiscus jonesianus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Fallacia,172375,Fallacia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Fallacia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Sellaphoraceae/Fallacia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Fragilaria,149028,Fragilaria,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Fragilaria,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Fragilariales/Fragilariaceae/Fragilaria,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Fragilariophycidae,148978,Fragilariophycidae,Subclass,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,NA,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae,Kingdom/Phylum/Subphylum/Class/Subclass
Fragilariopsis oceanica,172436,Fragilariopsis oceanica,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Fragilariopsis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Fragilariopsis/Fragilariopsis oceanica,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Frustulia,156946,Frustulia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Frustulia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Amphipleuraceae/Frustulia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Frustulia vermicularis,175459,Frustulia vermicularis,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Frustulia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Amphipleuraceae/Frustulia/Frustulia vermicularis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Gomphonema,956074,Gomphonema,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Gomphonema,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophyceae incertae sedis/Gomphonema,Kingdom/Phylum/Subphylum/Class/Subclass/Genus
Grammatophora,149335,Grammatophora,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Grammatophora,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Striatellales/Striatellaceae/Grammatophora,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Grammatophora angulosa var. angulosa,976448,Grammatophora angulosa var. angulosa,Variety,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Grammatophora,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Striatellales/Striatellaceae/Grammatophora/Grammatophora angulosa/Grammatophora angulosa var. angulosa,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species/Variety
Grammatophora hamulifera,180314,Grammatophora hamulifera,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Grammatophora,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Striatellales/Striatellaceae/Grammatophora/Grammatophora hamulifera,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Grammatophora macilenta,418643,Grammatophora macilenta,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Grammatophora,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Striatellales/Striatellaceae/Grammatophora/Grammatophora macilenta,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Grammatophora marina,149338,Grammatophora marina,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Grammatophora,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Striatellales/Striatellaceae/Grammatophora/Grammatophora marina,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Grammatophora oceanica,149339,Grammatophora oceanica,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Grammatophora,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Striatellales/Striatellaceae/Grammatophora/Grammatophora oceanica,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Grammatophora serpentina,149340,Grammatophora serpentina,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Grammatophora,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Striatellales/Striatellaceae/Grammatophora/Grammatophora serpentina,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
